esco_id,esco_label,esco_description,group_code,group_label_en,division_code,division_label_en,section_code,section_label_en,pad_occupations,pad_activities,pad_skills,pad_quotes,occupationUri,occupationLabel,relationType,skillType,skillUri,skillLabel,occupation_uuid,skill_code,esco_num,relevant,top_five
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/03d93b02-a461-4815-a4c0-b46451afc1c2,manage claim files,01a83071-6533-4675-b2da-f0c6d02669f5,03d93b02-a461-4815-a4c0-b46451afc1c2,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,knowledge,http://data.europa.eu/esco/skill/15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7,insurance law,01a83071-6533-4675-b2da-f0c6d02669f5,15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/1b8194a4-952a-48e6-8087-237a29039f50,analyse claim files,01a83071-6533-4675-b2da-f0c6d02669f5,1b8194a4-952a-48e6-8087-237a29039f50,001,True,True
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/510dc744-330b-42f0-ad67-ef865df9e772,review insurance process,01a83071-6533-4675-b2da-f0c6d02669f5,510dc744-330b-42f0-ad67-ef865df9e772,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,knowledge,http://data.europa.eu/esco/skill/541cdc23-1eec-4520-81fc-3392eaf538ed,fraud detection,01a83071-6533-4675-b2da-f0c6d02669f5,541cdc23-1eec-4520-81fc-3392eaf538ed,001,True,True
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/5c99d21a-9d02-4638-9b52-a6ba840dcb0a,synthesise financial information,01a83071-6533-4675-b2da-f0c6d02669f5,5c99d21a-9d02-4638-9b52-a6ba840dcb0a,001,True,True
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/648782e0-b5e5-4e59-bed0-627aa8ac29f0,maintain records of financial transactions,01a83071-6533-4675-b2da-f0c6d02669f5,648782e0-b5e5-4e59-bed0-627aa8ac29f0,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/77f1c711-64bc-4923-83f3-1150978711ce,communicate with beneficiaries,01a83071-6533-4675-b2da-f0c6d02669f5,77f1c711-64bc-4923-83f3-1150978711ce,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/99474c7c-7096-4ff9-9e87-03db28727b00,calculate compensation payments,01a83071-6533-4675-b2da-f0c6d02669f5,99474c7c-7096-4ff9-9e87-03db28727b00,001,True,False
01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",662,66.2 Activities auxiliary to insurance and pension funding,66,66 Activities auxiliary to financial services and insurance activities,L,L FINANCIAL AND INSURANCE ACTIVITIES,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF).""",http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,essential,skill/competence,http://data.europa.eu/esco/skill/a7e17d18-93e2-4eff-8ada-f1eff25c1189,handle incoming insurance claims,01a83071-6533-4675-b2da-f0c6d02669f5,a7e17d18-93e2-4eff-8ada-f1eff25c1189,001,False,False
